transit_time,177282821,271972426,306894095,55452078,55557707,231097055,177238322,294399068,388182039,149422364,177077336,261258146,167794129,300809119,349275562,300510333,306779124,453099619,31266926,277301936,364588606,25132314,30631031,388131027,349156177,349829477,349902873,38906005,391925969,404852431,149503727,220414682,300739852,141627237,167203674,231091547,140802488,141269997,141610486,32072326,271723402,272128326,167004255,294626591,349574361,167888736,349271114,349483265,141807629,177310181,300138745,25078597,177306969,277108325,31189268,40898510,277018227
1,11191.2355573736,9357.48618822397,5693.63698051787,1578.81671611789,1995.34308611048,1795.08739389803,1652.63038612611,985.528745492198,1548.760734449,1381.02491862888,1337.92395877114,811.102903938058,720.780624196,812.917892006315,895.705158651857,1089.96831566362,1433.44885800147,508.770103998497,1086.34365769022,1012.23937892171,1140.04767318799,1124.93397211094,824.815479458641,2366.89080059513,339.839117677792,530.789523505782,1268.39154004799,1035.35280268193,1268.54986246251,1293.20432526038,1552.3742165596,661.558722185868,1452.81718705177,840.063949825271,765.222135087627,851.536272605203,696.776582746105,668.68628057511,648.547027700803,816.740465819652,809.572079936459,765.97701331448,1288.3827408813,1104.95446262288,1096.69811821931,3303.55623168599,2261.61180223754,2798.59869584579,1513.93424806377,3382.74563976791,2803.86089258758,3522.32779764028,4620.83457464012,4825.92940974993,8851.10241633598,16413.2036071227,10381.7505703929
2,7924.89652454269,6617.78367453056,4033.66804700698,1117.99593572393,1414.60876959769,1269.47632221056,1212.84927237679,711.631868461252,1097.59880754175,987.435058786615,958.243903113286,574.083298739413,518.140904156352,576.614955198843,672.938791762753,773.308613365412,1015.39219802206,360.688507009039,769.663456952738,715.191102854897,807.197278715464,1075.78867124115,790.346833366374,2343.60833348347,241.317033625386,375.731508461604,1187.79015720216,733.824518857496,898.314869680508,916.25073662549,1100.35111949854,472.169409850127,1030.10972956427,630.927520556269,577.534267191564,647.03241831271,535.292847805845,499.73625889416,483.692556056406,651.369772600005,666.552140635929,598.712787623573,930.891645086879,821.28320010574,816.186944768515,2357.7018960445,1615.31608302911,1997.30707283469,1175.38725137545,2556.5234214901,2129.176535517,2506.88566335355,3344.33412692386,3420.20916344007,6262.44529440837,11675.8590186785,7349.1430660322
3,6477.93861389525,5404.08247561869,3300.74518130944,914.112286503101,1156.89219948736,1036.9326068386,1024.46639322019,592.720171191269,898.445915090682,817.233205828543,791.419780579525,469.161700081481,429.909141599178,471.888024193148,580.104031882263,633.870932446606,829.501988341702,294.948295000322,629.576377403572,584.063734627222,659.851679249712,1058.74331322454,778.118730275683,2335.69992943931,197.791905431012,307.153782289117,1158.76890483155,600.692135611219,735.572271910126,749.864225510684,901.030048470582,389.083002426066,843.430740748159,543.822216082664,499.471386041052,562.396549755522,468.73391567097,428.918775494601,414.369601874802,585.80896134514,611.31363169303,531.569694593111,775.567449025914,702.051345806586,698.9241842918,1944.05290807441,1333.39405316349,1646.91282016519,1038.34609908751,2214.5996512068,1857.13444833216,2062.02166798989,2791.03799809691,2799.06897536088,5119.21572982206,9598.66694053953,6018.02998115825
4,5619.48691606922,4682.54474843282,2864.2077881165,792.4659672279,1003.39782456153,898.150577406822,915.542307280105,523.014314824128,779.706331421456,717.30238709999,693.082371519496,406.569143468717,378.151262403787,409.273251691271,527.534130002331,551.105688315429,718.842117029922,255.753556929761,546.321949524123,506.124985734891,571.979423150149,1050.0452553916,771.471507537281,2331.64916843141,171.827654768482,266.378055794457,1143.24878637251,521.411951857136,638.772433239992,650.51632068212,782.676479811605,339.853081402239,732.317319493775,494.177779178174,455.298933308171,514.82356657901,431.438011421292,388.724659855021,375.137640759836,550.072879316103,581.658249749263,494.552110805596,684.595594745538,634.102038174563,631.957731435748,1700.04829550664,1167.57941546525,1439.97153506086,962.087898635568,2021.57258700372,1704.88548068242,1797.64849565684,2467.34982395819,2428.85150025182,4436.77123939349,8366.85859387297,5227.92254372038
5,5035.31001261051,4190.66079604253,2565.43931520335,709.109894011464,898.581382842125,803.486053163849,843.173226854257,476.19427175751,698.708833699121,650.140238433011,626.649872387848,363.844323975754,343.367061821786,366.464746279854,493.133224666112,494.773143257252,643.508189799617,229.080877554201,489.412874705274,452.980951839025,511.832041402719,1044.74660676475,766.979698537159,2329.13219975475,154.076425603751,238.63315967337,1133.11237010486,467.227943358623,572.300681433884,582.609479786513,702.175321683579,306.377431371816,656.530864476086,461.773602205091,426.558792426527,484.099599985185,407.14189678406,362.484867162447,349.440208011858,527.384398543032,563.169848794314,470.911246228748,623.580131850327,589.64394136024,588.323434498038,1534.91878637329,1055.07607191733,1300.06206453564,913.044499245955,1896.38545151449,1606.84240579557,1617.87820523794,2250.64790290279,2176.2782084874,3971.17298381956,7527.19647419429,4687.08313496148
6,4605.03212944196,3828.08845479387,2344.6658220077,647.67069478861,821.543758708928,733.714811659354,791.077572448031,442.275739360731,638.553530407356,601.178695202352,578.309367970053,332.358625693016,318.008151345104,334.906011994368,468.740365502609,453.292474395589,588.012801112281,209.367023591396,447.640188610606,413.867928727559,467.403083338205,1041.15781552527,763.470967721723,2327.37842070818,140.966468031937,218.146840706774,1125.56720267669,427.471244508446,523.0994036649,532.287254685321,642.84940930305,281.789983619744,600.568514923656,438.888044254311,406.189120700692,462.354624014323,389.931073472284,343.884424102138,331.145250728217,511.663642092569,550.433892969266,454.434871429388,579.263080167558,557.980599227538,557.186809127776,1413.68811725855,972.792914825569,1197.66332313492,878.576148224397,1808.04486402356,1537.88796497603,1486.01302999508,2093.85144132765,1990.77450928308,3626.36147259976,6910.34689317144,4288.77163056476
7,4270.62327865873,3546.65701389212,2172.57181737829,600.060335973639,761.823640568296,679.643696359008,751.605109296174,416.35464603852,591.922455647174,563.599254890952,540.904178862669,307.913199851765,298.481910485048,310.324547294425,450.341710706561,421.149428112266,544.655670504655,194.033485019598,415.309458320663,383.433007943643,433.024639146075,1038.54301692052,760.452389299967,2326.05603972267,130.7912380821,202.211931958804,1119.35796906653,396.601815257696,484.925612936988,493.267883528749,596.584278012756,262.651855024033,557.119517661415,421.774844285936,390.912152051653,446.071756169703,377.137092847985,329.928517073142,317.399575411879,500.091861879719,541.130914383964,442.250130612007,545.380598426623,534.315335794694,533.80461801862,1320.23487496523,909.684997672028,1118.7189652603,852.862363465307,1741.83505321656,1486.14296802784,1383.96984231692,1973.73816397054,1846.49201603283,3357.2073041236,6434.20652133972,3978.7938251221
8,4000.66309115705,3320.24416182116,2033.67693729427,561.703992471425,713.790743111089,636.199889843261,720.470017808893,395.781169619559,554.356036795993,533.699205351997,510.977114223105,288.223474895898,282.946515942879,290.426543577503,435.98073196436,395.270424539176,509.638171961152,181.64668398172,389.378291000457,358.836352876594,405.360977967054,1036.54609499467,757.670977883487,2324.99840566763,122.627156538498,189.372286034226,1113.88307003617,371.690289012992,453.993075076967,461.71481403644,559.336556310609,247.225800565108,522.29716276154,408.386098333906,379.015087664499,433.440130536545,367.218233868973,319.013132897796,306.672942975417,491.2331661931,534.047382248893,432.848576651254,518.494620638701,515.794896765032,515.576885624966,1245.57764297013,859.354059456745,1055.35612675683,832.811014726341,1690.0854304832,1445.83714682954,1302.01384262455,1878.58278126881,1729.8582445268,3140.31754108023,6053.61026584031,3729.18019278258
9,3778.23953803493,3132.10514314749,1918.28863940683,530.025821982348,674.095757888572,600.308011098815,695.02424527204,378.956734403633,523.157059867715,509.212128516086,486.503854384084,272.011501936315,270.197599957016,273.899523125863,424.445878593939,373.806797761361,480.51191251365,171.380045047681,367.889689377818,338.454402049427,382.502745518465,1034.96676597024,754.984127048674,2324.11596942085,115.87770307369,178.741903419775,1108.81523189302,351.082899939614,428.363597108322,435.599712592317,528.347846300704,234.394601860711,493.35378115384,397.649435016006,369.472390761206,423.362283821523,359.268970596426,310.226069075171,298.048132275587,484.245003492108,528.460210364693,425.346177178463,496.54900662511,500.820023643056,500.799594643327,1184.13490054916,818.114315168367,1003.30104048589,816.551564024756,1648.46965299928,1413.39955343661,1234.45292488761,1801.0249133684,1633.05152308097,2960.78181971225,5740.44232818865,3522.40176279957
