transit_time,177282821_lk,177282821_scaled,271972426_lk,271972426_scaled,306894095_lk,306894095_scaled,55452078_lk,55452078_scaled,55557707_lk,55557707_scaled,231097055_lk,231097055_scaled,177238322_lk,177238322_scaled,294399068_lk,294399068_scaled,388182039_lk,388182039_scaled,149422364_lk,149422364_scaled,177077336_lk,177077336_scaled,261258146_lk,261258146_scaled,167794129_lk,167794129_scaled,300809119_lk,300809119_scaled,349275562_lk,349275562_scaled,300510333_lk,300510333_scaled,306779124_lk,306779124_scaled,453099619_lk,453099619_scaled,31266926_lk,31266926_scaled,277301936_lk,277301936_scaled,364588606_lk,364588606_scaled,25132314_lk,25132314_scaled,30631031_lk,30631031_scaled,388131027_lk,388131027_scaled,349156177_lk,349156177_scaled,349829477_lk,349829477_scaled,349902873_lk,349902873_scaled,38906005_lk,38906005_scaled,391925969_lk,391925969_scaled,404852431_lk,404852431_scaled,149503727_lk,149503727_scaled,220414682_lk,220414682_scaled,300739852_lk,300739852_scaled,141627237_lk,141627237_scaled,167203674_lk,167203674_scaled,231091547_lk,231091547_scaled,140802488_lk,140802488_scaled,141269997_lk,141269997_scaled,141610486_lk,141610486_scaled,32072326_lk,32072326_scaled,271723402_lk,271723402_scaled,272128326_lk,272128326_scaled,167004255_lk,167004255_scaled,294626591_lk,294626591_scaled,349574361_lk,349574361_scaled,167888736_lk,167888736_scaled,349271114_lk,349271114_scaled,349483265_lk,349483265_scaled,141807629_lk,141807629_scaled,177310181_lk,177310181_scaled,300138745_lk,300138745_scaled,25078597_lk,25078597_scaled,177306969_lk,177306969_scaled,277108325_lk,277108325_scaled,31189268_lk,31189268_scaled,40898510_lk,40898510_scaled,277018227_lk,277018227_scaled
11,3429.3809631182,4034.69980936339,2834.28939500515,3300.89035039029,1737.83946893189,2063.04433925781,480.223129748497,559.590952452204,611.446249069211,725.844442921432,543.676777756989,634.214388501679,655.874356822986,607.412350202265,353.084120871611,359.765397489134,473.891100710095,560.756952084844,471.29882046113,503.746470437499,448.517358245604,493.272049090799,246.45284969822,290.500098145859,250.412168118441,265.459447055134,247.913129609034,291.208617551538,406.992738008001,324.075507332367,340.261645728533,401.134730473103,434.606683701843,510.220083191259,155.210519328352,182.85900730577,333.823920386705,397.722811566127,306.481666580577,359.5812187852,346.590475872843,408.302215636289,1032.58670622374,236.031088977,749.588779290472,302.741919471639,2322.67231164306,301.486542969397,105.329236429502,123.322176903261,162.045723037167,194.201694803603,1099.21323663624,747.2613921817,318.525004364632,379.053350308488,387.937294612108,458.428449355926,394.792341242122,464.704731702848,479.67882960613,566.629013092632,214.10814413787,260.04252190782,447.920158534631,527.797512413332,381.445518949727,370.182657236388,355.11245838882,325.977087577197,408.221671041224,354.228970154821,347.210147876092,289.567509337486,296.850402612717,284.184247548528,284.934130298437,271.404936555698,473.825617492716,302.096716420318,520.139774188724,287.704586121243,414.100046822372,298.958551382654,462.568817739414,464.464413988897,478.109923604266,394.859805384388,478.41724833923,388.860578104389,1088.41708087752,1191.7266410335,753.762554645354,811.166922368667,921.891886084371,1027.48180032796,791.45462272229,661.40457407917,1585.04043540932,1372.55401767418,1364.25558538938,1008.70414448411,1128.47943675269,1330.85114733911,1681.54500985069,1856.76106648041,1480.81344312991,1727.69036344032,2679.55232739071,3140.30019267579,5249.96433261478,6123.47505972293,3197.68134753593,3709.00703785111
12,3288.84130518077,3862.93096914384,2713.81936335374,3160.36190119498,1665.22922531693,1975.21457490869,459.996418270474,535.767547132928,586.064810876738,694.943145667277,520.773468818469,607.214047680617,640.428910153748,581.553049669635,342.963557955134,344.44914398883,453.957886270546,536.883906788852,456.190254112151,482.300526233438,433.372103356967,472.272031298047,236.126984627152,278.132668770722,242.557660779918,254.158070620593,237.455902334988,278.81102445609,400.221450257764,310.278675679896,326.776417497446,384.057264817481,416.118940804996,488.498538569005,148.690880783563,175.074170491959,320.024096838107,380.790601166476,293.605737917312,344.272806305013,332.099694601958,390.919609407157,1031.66242145429,225.982562859828,746.793307769465,289.853320356333,2322.05512049332,288.651388862647,101.08949063941,118.071995154704,155.327470328814,185.933966977193,1094.47581339354,715.448313454499,305.378051676407,362.915952871205,371.610470270721,438.911824380067,378.420313765846,444.920907234943,459.90974631428,542.505977176107,205.883030819821,248.971759643868,429.523836909488,505.327645790887,375.141728261754,354.422910859391,349.52943339081,312.09930015387,402.370894755663,339.148418378836,342.51297185699,277.239782965196,291.661959006789,272.085702200299,279.81178044653,259.850443437315,469.819099968612,289.235585464992,516.93642709939,275.456169778296,409.794778806891,286.231021189319,449.215976730317,444.690820541132,469.32775401012,378.049481438405,469.754423476516,372.305658614943,1050.0639050914,1140.99139116088,728.196265072571,776.633200391043,889.268114927785,983.738928360271,781.430652584217,633.246668417432,1559.91119367934,1314.12042338113,1345.05798958481,965.760691635253,1085.88874574142,1274.19296485109,1634.45342254761,1777.71337767491,1419.57690406336,1654.13758776716,2566.54124697068,3006.60853096025,5052.64196075928,5862.78101584859,3066.86660942808,3551.10388089769
13,3165.35813795465,3711.384026193,2607.03485239193,3036.37749956572,1601.29758049915,1897.72477949417,442.167273745223,514.748809146454,563.740536625898,667.679777491205,500.488200266358,583.392386517668,627.051945124185,558.7380970999,334.177845127166,330.936033040044,436.405512534401,515.821372810568,442.924546578392,463.379357069895,420.085981766242,453.744290793207,227.024451323357,267.221224578825,235.695820673209,244.187175738831,228.252291381167,267.872967639952,394.337425452922,298.106109010255,314.869927673485,368.990284623928,399.774778279063,469.334214705228,142.945178786929,168.205822199006,307.876304980912,365.851775706702,282.243645348914,330.766613273509,319.327876753595,375.583412043443,1030.8582174531,217.117023497318,743.897846048306,278.482062377605,2321.48493317717,277.327283951099,97.3693520098324,113.439903601236,149.404804150579,178.639577170283,1089.71295288594,687.380505458594,293.792206367672,348.678369118081,357.220229816564,421.692840727217,364.032202222606,427.466180788895,442.480267131275,521.222883320608,198.603427557573,239.204329328259,413.220685790115,485.503097922994,369.659324566491,340.518518292835,344.698311166957,299.855308424994,397.332656932601,325.84326060551,338.478861655542,266.363367645239,287.188264770825,261.411487020567,275.389465010134,249.656230638302,466.40427884043,277.888561891456,514.187870911703,264.649727524915,406.108409397221,275.001869908743,437.64429696859,427.245120643924,461.748882940549,363.218193058214,462.293257217673,357.699706591187,1016.37507454582,1096.22906984454,705.911567888498,746.165043374124,860.576894957317,945.14579054715,772.574660510677,608.403719501434,1537.94586385764,1262.56606364148,1328.3886347981,927.872859414463,1048.49146639576,1224.20500231821,1593.24613750212,1707.97176697013,1365.57837999075,1589.24398841254,2467.22241850584,2888.65603966374,4879.03287785269,5632.77780138809,2951.76451854054,3411.79025050936
14,3055.27558790995,3576.37913526723,2512.16938270802,2925.92657068171,1544.71396180902,1828.69335481416,426.370134929024,496.024363941502,543.955038329247,643.392332457929,482.398100096575,562.170970206964,615.260231301914,538.413502468173,326.464801665242,318.897940854309,420.753678173481,497.057912149532,431.24294136775,446.523521317796,408.305912188338,437.238939136143,218.94038764992,257.500815151316,229.627380489236,235.304650299957,220.059971451123,258.128850479625,389.188434901165,287.262234475257,304.241548490997,355.567935231694,385.178905060391,452.261765716702,137.814686244229,162.087185992462,297.052710489914,352.543592364396,272.135744262683,318.734683882283,307.946150454789,361.921231784381,1030.15030581629,209.219198893743,740.88595759594,268.352029971706,2320.95078575978,267.239257636301,94.0626073305283,109.313426334473,144.1040283571,172.141403857931,1084.89214428343,662.376428944549,283.464772725233,335.99488369627,344.409753513114,406.353389038906,351.245407829783,411.916718727149,426.984318135033,502.262937916388,192.085553748089,230.503059354034,398.594774612631,467.842491443947,364.856016480654,328.131854693519,340.474851801351,288.9478052074,392.930470032492,313.990422541197,334.956738271364,256.674163525758,283.273056229335,251.902411957765,271.528251236072,240.574763469076,463.437785308131,267.780118592971,511.804342066573,255.022858587107,402.901707012972,264.998432595495,427.490261690625,411.703699841328,455.154942016895,350.005808624266,455.788424788104,344.688062004772,986.566455624471,1056.35276360419,686.30081676813,719.022627072711,835.212572125538,910.765272804649,764.649348903819,586.272493734863,1518.52109648842,1216.63910148787,1313.75405251051,894.120659886158,1015.2936579676,1179.67345784792,1557.09205646332,1645.84277668599,1317.64518245663,1531.43382654412,2379.10056523816,2783.57861011062,4725.0617609957,5427.88050503756,2848.75163478424,3287.68334931539
15,2956.3314506844,3455.11049575791,2427.30271551232,2826.71361782898,1494.03069329236,1766.68562385767,412.143114961274,479.20506221102,526.210716664114,621.576045683828,466.168321419408,543.108755002664,604.815411044898,520.156860633446,319.605054832555,308.084680300255,406.657739657954,480.203564642213,420.897077975352,431.382704896755,397.748525772276,422.412946341736,211.661960010246,248.769421653907,224.225024098947,227.325889175136,212.711514357149,249.37616142407,384.659750608694,277.521684315544,294.658351663297,343.511260553811,372.061313831214,436.92637565984,133.18838328012,156.591098529763,287.335728878861,340.5894677605,263.045668433867,307.926959081051,297.708679592114,349.649128148827,1029.51750962895,202.124948913678,737.745187169362,259.252691128314,2320.44338075944,258.177650918641,91.1030012737139,105.606802961978,139.338072222916,166.304395794882,1079.99049324243,639.916425308735,274.166694130643,324.60189629565,332.931304443623,392.574670176912,339.766271293531,397.949357275284,413.10002754157,485.23209726629,186.216643760825,222.687111616571,385.444209626567,451.978786759343,360.609714203597,317.005488585978,336.733836387659,279.150100349666,389.045906285758,303.343567182647,331.840277399004,247.970800310987,279.81252688351,243.360850330253,268.103290690471,232.41730220372,460.821142947257,258.700172244669,509.713184211292,246.375488178397,400.079617540628,256.0128082594,418.497877794065,397.743561480052,449.339090107285,338.137735741928,450.072979516967,333.000304428337,959.969283536885,1020.53372495111,668.859499820913,694.641851863035,812.769778529658,879.882846370545,757.469592528548,566.393038842659,1501.11281194159,1175.38503892041,1300.7803885826,863.802622597455,985.476388218078,1139.67283434361,1524.90065552659,1590.03518279674,1274.86684226503,1479.50563615396,2300.05374262447,2689.19242278316,4587.01678123004,5243.83075545309,2756.12975159764,3176.20386914022
16,2866.66746894445,3345.39635234421,2350.75520578443,2736.95369158734,1448.17859608932,1710.58599979621,399.294136602109,463.988306340392,510.089349976942,601.838418333731,451.545535874837,525.86279082619,595.528028903097,503.639714662217,313.478503298014,298.301709006131,393.899815689972,464.955102162182,411.601072864515,417.68450797676,388.236374297357,408.999576600988,205.069789224063,240.869956777808,219.37787389323,220.107345734273,206.060899289234,241.457430034139,380.632954527035,268.709215391383,285.985777798661,332.603347839906,360.233629882569,423.052144112331,129.015628974281,151.618679192524,278.575888409093,329.774334132516,254.79333960024,298.148996092301,288.46212900583,338.546312584088,1028.94502933889,195.706640248925,734.46787996606,251.020338799854,2319.95720610512,249.979435592713,88.4213434347588,102.253347279487,135.023497246303,161.023538828666,1075.00808581237,619.596414546329,265.767490564315,314.2944346251,322.519210653175,380.108789934512,329.378045463708,385.312808340281,400.540582878707,469.823957939409,180.898430235132,215.615868676503,373.527948397039,437.626578489492,356.821714878347,306.93924448746,333.409796562244,270.285922436596,385.584277323358,293.711145969385,329.066222609488,240.096694987544,276.744713895125,235.633130111986,265.050852644405,225.037085201366,458.497101088729,250.485364691148,507.85156975568,238.552040657164,397.578027123536,247.883335701112,410.43722828336,385.113547418367,444.16223659122,327.400454813192,444.993427829183,322.426158333237,936.055726933877,988.127530244672,653.202965480596,672.584080961054,792.6730040912,851.942902651675,750.920424770879,548.407701711357,1485.38980254628,1138.06167028002,1289.12928135505,836.373292932559,958.551404910982,1103.48347688445,1496.06767122457,1539.54494571391,1236.48003414716,1432.52517236107,2228.60822813802,2603.79936704659,4462.60522038692,5077.31729655002,2672.15940376894,3075.34617233491
17,2785.17024140872,3245.51118124028,2281.27532904301,2655.23509713854,1406.59845564118,1659.51217855589,387.666628595719,450.134775551266,495.418314527137,583.869027845798,438.215886920521,510.161842625522,587.160160243168,488.602291954885,307.951654724442,289.395165772833,382.269651295923,451.072705266948,403.195341551731,405.213492840547,379.645965304957,396.787871802064,199.080268740519,233.678182078321,214.994288530859,213.535490691001,200.005280662308,234.248114851986,377.040613318564,260.686230031887,278.093282274315,322.672643430114,349.441315527344,410.42086478098,125.207653879375,147.091724500568,270.605931825808,319.928096999081,247.284748253099,289.247012484805,280.029911772302,328.43816610531,1028.42256829504,189.863329266135,731.048690107887,243.525499070619,2319.48762199938,242.515674630833,85.9717088636353,99.2003179779505,131.111576392285,156.215778541491,1069.9421077548,601.096814689059,258.162260523615,304.910388588958,313.047108862462,368.759691794284,319.912075997731,373.808331221259,389.125438134177,455.796189183514,176.048044865428,209.17811790883,362.717407518446,424.560142985843,353.418005798539,297.774806039784,330.413722603246,262.215860546727,382.474034847444,284.94166547129,326.575428994732,232.928007951847,274.001747715425,228.597713963912,262.303837820827,218.318040462671,456.420677107846,243.006497951286,506.191074016815,231.429473137912,395.347263228722,240.482159041442,403.182085601364,373.615019732292,439.559919136312,317.625095781189,440.437484024637,312.799319357661,914.366728828746,958.624512653998,639.041062336509,652.502401861507,774.438650861816,826.506017559567,744.855145581701,532.033618837212,1471.04510241417,1104.08199412503,1278.57200858489,811.401277460377,934.110302674323,1070.53621913375,1470.06032028723,1493.57798272101,1201.61031297265,1389.75355223549,2163.50808478882,2526.05642782341,4349.68328560051,4925.72129610617,2595.96513023,2983.52402444137
18,2710.58866729406,3154.06992866577,2217.39191171902,2580.42468681995,1368.41816835069,1612.75594701156,377.04008970633,437.45237040607,481.977551717528,567.41870237649,425.935655063812,495.788193822509,579.568487179271,474.836076683349,302.944638762224,281.241548370362,371.630809653513,438.363874248217,395.541512275559,393.796730649245,371.798936251965,385.608498822647,193.603688393493,227.094373095598,211.003998757246,207.519195676902,194.453956980181,227.648248193354,373.790306902552,253.341477827418,270.881656958444,313.581443603928,339.534447231272,398.857386529784,121.711828459192,142.947461615442,263.26872562401,310.914223901841,240.451019710797,281.097569254436,272.315520292809,319.184524498546,1027.94237024344,184.513989924335,727.482428445442,236.664245041495,2319.03123535229,235.68287208639,83.7280175000813,96.4053803471312,127.542091577668,151.814448315207,1064.79100494509,584.161101766107,251.193144927815,296.319634683467,304.364302766032,358.370003935075,311.217666909734,363.276399540593,378.655301004323,442.954275497146,171.585885721508,203.284590496778,352.873988366679,412.598295036516,350.333449262276,289.385094919145,327.698887294099,254.828011485571,379.665171262714,276.913524033366,324.308340736537,226.365334888227,271.527271551839,222.157045565863,259.824565248605,212.166998619121,454.547187726314,236.159866614795,504.696488669158,224.909020819426,393.336749757719,233.706650156531,396.59333152295,363.088534541779,435.407892799362,308.676109015958,436.339719387732,303.986297319146,894.59326897539,931.61556975083,626.172824590834,634.118352754244,757.957284407139,803.219471531667,739.194964705289,517.043739646707,1457.84483887067,1072.97483261799,1268.91454363073,788.54030271458,911.800236236324,1040.37419924308,1446.46038389671,1451.49689474104,1169.6988038766,1350.59768479592,2103.71843791558,2454.88558571718,4247.0148163774,4786.94065416835,2526.19693094532,2899.46417727214
19,2641.9347824212,3069.94623704379,2158.42679947826,2511.60095890101,1333.04506692848,1569.74136996782,367.276929129988,425.78487122576,469.610981143315,552.284809654125,414.618228150117,482.564792290448,572.680586579419,462.171498982371,298.387364405774,273.740421945937,361.850882206334,426.672063917596,388.555567428326,383.293591695412,364.638790903261,375.323752074659,188.572922308779,221.037431606206,207.361073229971,201.984353007719,189.366021167415,221.576534039127,370.840727851377,246.584487387188,264.23539165055,305.217764529991,330.390482988477,388.21927242818,118.501307848585,139.134842221753,256.504921746496,302.621683506748,234.176668207123,273.600282965146,265.187018517757,310.671403002604,1027.49782422807,179.592729984196,723.765842429815,230.352060968822,2318.58600648794,229.396862676204,81.6605194947027,93.8341068273798,124.260754292178,147.765333323253,1059.5627460478,568.580664586859,244.760953607128,288.416353483802,296.374154794445,348.811747973909,303.192621833225,353.58728278045,369.010332015865,431.140032402566,167.474271190312,197.862690986235,343.841765547266,401.593690661719,347.520178026484,281.666768111066,325.220293041317,248.031373002694,377.10957487612,269.527832394121,322.239936859241,220.327837921855,269.271805945438,216.231789875435,257.566202693179,206.508192198254,452.851572994277,229.86113505782,503.339184906221,218.910365894733,391.505931434591,227.473349496614,390.590834317772,353.40442841792,431.624359646829,300.443262442097,432.621966923154,295.878534932342,876.537120547989,906.768010035148,614.47795074903,617.20548209335,742.951609459903,781.796424910602,733.883791980249,503.253421393517,1445.63353812793,1044.35701310899,1260.08019675789,767.508771151445,891.305334912586,1012.62588665394,1424.81068885528,1412.78333419069,1140.48519262741,1314.57525482108,2048.81684936409,2389.41017057079,4152.61517741451,4659.26589472687,2462.0512197127,2822.13119612895
20,2578.27728995769,2992.21346220859,2104.04107336233,2448.00580226331,1300.35677782924,1529.9946307615,358.328953367068,415.003757496845,458.144900123867,538.300645946072,404.150638245181,470.345978850045,566.400028499561,450.469055261326,294.214210449423,266.809159656828,352.791038480071,415.868485967999,382.141281913684,373.588381193836,358.074891628841,365.820342419376,183.950572909068,215.440638837046,203.998455100971,196.869994963553,184.672874608353,215.966090891493,368.156675246251,240.340828718306,258.086656552572,297.489478125615,321.958456032945,378.389340904884,115.531675821827,135.611869333287,250.263064226012,294.959131342014,228.395853369171,266.672569074281,258.591257592021,302.805027387965,1027.08169812893,175.045340497877,719.896884873946,224.519416516601,2318.14910618463,223.588404384934,79.7445398357548,91.4581741775306,121.224819354527,144.023831519389,1054.26297892157,554.183880616292,238.805122916788,281.113488308635,288.997302921733,339.979637255503,295.764834553122,344.634252820086,360.110818423662,420.223322964208,163.679698790259,192.852695755331,335.475162496636,391.425111305261,344.934169898611,274.534806254555,322.94363342717,241.751078371786,374.770209169437,262.703235254764,320.347700012775,214.749012466073,267.21071679205,210.756678672581,255.504822954062,201.279287987466,451.306181252843,224.040921127293,502.098435075918,213.367431632285,389.839059614401,221.713595646835,385.096858385565,344.456028433423,428.180820255605,292.835869130659,429.227136099642,288.386723102891,859.996557967311,883.808131226426,603.727996694498,601.577490245255,729.242439523653,762.000897311052,728.87448314927,490.510760164409,1434.27897998757,1017.91330293323,1251.93423270278,748.075015025018,872.329296670289,986.985626544583,1404.90354164762,1377.01086121301,1113.52941369678,1281.28946595159,1998.0995674086,2328.90895379484,4065.97093401293,4541.29064736852,2402.7541414612,2750.67323827386
21,2519.09196905335,2920.10133604695,2053.60074059359,2389.0090410072,1269.97530722154,1493.12187177101,350.03895718347,405.002197215087,447.466190822462,525.327639647014,394.463278067243,459.010675070808,560.657119435999,439.612783890585,290.350361931219,260.379078372435,344.370245221609,405.846085793167,376.227351145141,364.584928459789,352.020951615211,357.004098853127,179.651994325771,210.248535157152,200.919521303365,192.125442446309,180.317862684179,210.761323855418,365.709811707754,234.548632278706,252.340245388552,290.320003404209,314.155974294673,369.270185392023,112.780332402156,132.343633175041,244.465350311426,287.850637793508,223.02276169443,260.245779612964,252.480747482935,295.507448317098,1026.69058099717,170.826760561179,715.8738804577,219.108514956913,2317.71920335425,218.199940149703,77.968130087543,89.2540388515917,118.407306916848,140.552867686099,1048.89836228621,540.828089520341,233.273990628136,274.338673747213,282.165767101424,331.786152798661,288.914802295218,336.328592467685,351.861271578639,410.095971535446,160.165788922057,188.204959855949,327.726334142873,381.991794676692,342.540928121921,267.918537450732,320.843959222772,235.924895018412,372.621722725219,256.37210644894,318.593100389685,209.573576931266,265.307534266588,205.677458090963,253.601722518671,196.428471829997,449.892144238668,218.641551271582,500.961299032171,208.225292094788,388.315631784299,216.370314165428,380.045218950636,336.154663275739,425.021880806599,285.778546046557,426.113759630898,281.4366241135,844.847252791219,862.508419736376,593.790579953356,587.07951661454,716.612424932052,743.636731272704,724.119746177668,478.689486626487,1423.72675317626,993.381666587824,1244.39375412813,730.04646173389,854.716134068184,963.199344944012,1386.57332014225,1343.8249999087,1088.66666976686,1250.41048329034,1951.03276922949,2272.78241789888,3985.66216170628,4431.84587404743,2347.32455716446,2684.38221388903
22,2463.77286094686,2852.96359525292,2006.7158477738,2334.08195071421,1241.60921404673,1458.79264217772,342.295852214529,395.690557169592,437.51244996474,513.249527676316,385.425087933654,448.457294835617,555.360265534355,429.50539180448,286.784118432968,254.39255220084,336.532281997519,396.515043416693,370.78973563227,356.202545245144,346.431513464729,348.796010881888,175.636231394837,205.414589334295,198.076074863703,187.708175142716,176.260381379094,205.915588210652,363.459815280378,229.155988851188,246.965483182795,283.645088086969,306.898592563423,360.780080722104,110.222003991722,129.30084406695,239.069685514135,281.232497090988,218.022925049789,254.262318190338,246.788240428505,288.713265449912,1026.32159911531,166.899183586482,711.69725374781,214.070864207828,2317.29497163267,213.18317897015,76.315611008122,87.2019475589827,115.771460268029,137.321335313548,1043.48008181088,528.39359773058,228.124979738385,268.031194434612,275.830380676373,324.157865228409,282.558348872415,328.595867036559,344.162887362349,400.667217574841,156.896571867866,183.877830637871,320.536261677238,373.209200120858,340.310834362175,261.758667209505,318.898942298004,230.500609137277,370.636618369244,250.477706889201,316.97099419555,204.755149463835,263.543630721524,200.948608547961,251.843724453007,191.912271086039,448.58668609567,213.614636754997,499.906889998665,203.4378638248,386.908530766802,211.395618976382,375.371195726647,328.425936751385,422.11953311983,279.208046005301,423.248641227927,274.965951713734,830.813535730196,842.677989195457,584.62116736077,573.581631481106,704.922707343423,726.53934855766,719.593148399435,467.683659439181,1413.84498053184,970.542253442253,1237.38667627485,713.261540775689,838.355887643341,941.053871033381,1369.61486686841,1312.92834115146,1065.66255198069,1221.6615717793,1907.20711335443,2220.52756120247,3911.12440645514,4329.95073915678,2295.76623459504,2622.66402793315
23,2412.10041912612,2790.25344079091,1962.99667048695,2282.77718121073,1215.10342979863,1426.72734976696,335.050188555284,386.992999303605,428.195917843754,501.967940623579,376.945660902838,438.599886814164,550.461956318403,420.064559994658,283.480335105703,248.80082426255,329.24119677396,387.799362760779,365.760187654385,348.372961765967,341.20674265965,341.129228258187,171.874234900292,200.899431605911,195.449099468136,183.58221690176,172.484926508738,201.389418173182,361.371221501678,224.118978396282,241.946591205604,277.410368753038,300.118205525972,352.849879780687,107.835133930166,126.458720207747,234.036093249277,275.050808210814,213.368856704236,248.673452887565,241.46856571496,282.367143998617,1025.9706597449,163.230621674333,707.366569015502,209.36543544504,2316.8755836437,208.497262155731,74.7770157898034,85.2851871734274,113.315536854419,134.302915393023,1038.01930706351,516.779133323968,223.290487016269,262.139679509009,269.885438393792,317.032646444554,276.670392332188,321.373097839038,336.94410363433,391.860269198847,153.837161449553,179.836066073953,313.831797165955,365.005798358156,338.222706062754,256.005026861696,317.093954773547,225.434042978971,368.793340847072,244.972030015353,315.466365594082,200.254486689472,261.898416123467,196.531616230941,250.213843811394,187.693903847499,447.37501890748,208.91923619379,498.925504739644,198.966155918992,385.606040309718,206.748993992923,371.053231108387,321.206902741529,419.435613357297,273.07085598957,420.602908661116,268.922005926114,817.780901399881,824.155331930529,576.159984119169,560.973902182841,694.043270518811,710.56950062599,715.281784770836,457.403642346923,1404.54390336181,949.209049357019,1230.90503557803,697.583548435275,823.028232855177,920.368842416903,1353.75082896193,1284.06924908027,1044.2033629466,1194.80858774752,1866.3414860985,2171.71879736761,3841.93614131618,4234.77536428791,2247.72717900597,2565.01602058833
24,2363.66173425667,2731.50468353713,1922.04156791182,2234.71333133858,1190.27751076234,1396.68762021644,328.262076752953,378.844865717376,419.444612290389,491.399010840442,368.955281203714,429.365170746696,545.909583715032,411.220105041116,280.406907184239,243.562325488404,322.390334823512,379.634251200323,361.068563781643,341.037972669504,336.322987373758,333.946755895594,168.344194161455,196.66949615729,193.01063064269,179.716895229111,168.952176346286,197.14916606247,359.433104193631,219.400155630836,237.25877094279,271.569496316399,293.788601818934,345.420629221862,105.600835934586,123.796133165474,229.327831430989,269.259616296917,208.997204004202,243.437635916398,236.476364854453,276.421906710597,1025.63611456609,159.7938026281,702.880975656414,204.9572483734,2316.46021649218,204.107354463692,73.3433536841112,83.4895084421167,111.025022482444,131.475168902489,1032.52649501053,505.898354032155,218.747716062636,256.620331276007,264.27277325126,310.357527362105,271.183820787533,314.606590597499,330.175894563922,383.609655295459,150.97311183014,176.049619568126,307.544439742588,357.32060505977,336.260052384407,250.61484367655,315.412498467462,220.687531542377,367.079503234664,239.814146464368,314.062919406177,196.038130549377,260.36127463092,192.393645089735,248.696087264718,183.742010648857,446.250449515573,204.520443842757,498.006798694391,194.776925569906,384.393005158087,202.395896068918,367.05128665278,314.443894736044,416.946761873165,267.321351949154,418.145694813697,263.25985588075,805.684797847561,806.802749965333,568.308311773221,549.162602491117,683.880723548173,695.608467160735,711.147082325108,447.773013401756,1395.74123498099,929.223462668536,1224.8636091727,682.895934058698,808.672138193999,900.990485986396,1338.85897129264,1257.03318435997,1024.11239625218,1169.65190532572,1827.80691174547,2125.99328061532,3777.40237714647,4145.61221291829,2202.69031656944,2511.00963488062
25,2317.92343630895,2676.31708187537,1883.67536356443,2189.56295326987,1166.96631816624,1368.46879983696,321.878695924055,371.190645072314,411.222495807363,481.470734666985,361.459794091879,420.690232660952,541.668601069251,402.911771729773,277.538881236861,238.641367204905,315.953756522905,371.964081729746,356.692323305147,334.147606381408,331.755653430468,327.19966128079,165.008339884655,192.695965422247,190.735758118387,176.085876587419,165.642854032058,193.165944027311,357.624463999578,214.967372313107,232.846257086914,266.082678271925,287.860172753575,338.441715289865,103.504476723749,121.294943354019,224.896902471484,263.819467306013,204.900838557451,238.519196873841,231.764723482978,270.83705006727,1025.31702688835,156.56531219914,698.242232450246,200.816271039883,2316.04856804544,199.98354847417,71.9961255151057,81.8026778235897,108.875442110372,128.818831062933,1027.013165289,495.677131637063,214.491514674224,251.43554770008,258.974878517899,304.08703194761,266.044298583862,308.250246672224,323.82954178962,375.859166351527,148.283500701717,172.492694941203,301.671527201792,350.101262791594,334.412156025309,245.551395589968,313.839121237018,216.228737949277,365.48141640639,234.968916775508,312.746691752051,192.077355990035,258.926616742895,188.506504089589,247.271782680498,180.029668161093,445.198895368821,200.388291752919,497.140678648968,190.841632525731,383.25522347581,198.30666856089,363.321598704147,308.090837934694,414.626695135437,261.920363850554,415.852144979564,257.94092666659,794.36133366165,790.502024195737,560.989611182596,538.067264768843,674.384788034301,681.55432212134,707.16166687889,438.726161369086,1387.4053783559,910.449336224018,1219.19518755579,669.098634346047,795.1896312381,882.786781507564,1324.86647254397,1231.63595657113,1005.10718912084,1146.02013788886,1791.50334965086,2083.03949363727,3717.24755754351,4061.85383724001,2160.43956006909,2460.27693786793
